age_yrs,n_bedrooms,house_sqm,garden_sqm,pollution_idx,crime_idx,distance_to_station_km
18,3,233,107,74,60,4.86
12,3,215,95,66,48,3.71
13,3,170,92,47,38,3.34
13,3,174,93,51,33,5.8
11,2,226,62,47,45,5.15
14,2,144,79,42,40,4.04
8,2,165,59,50,60,6.27
14,3,162,0,41,31,4.33
16,3,173,82,36,36,2.45
13,2,122,58,57,71,3.84
11,2,185,63,55,54,4.14
8,3,148,65,62,48,5.25
13,3,263,113,54,19,3.85
10,3,163,0,35,38,4.64
12,3,193,42,69,41,5.88
12,2,107,0,48,61,4.97
12,3,164,60,43,56,4.8
11,2,235,53,65,63,6.32
11,3,200,80,59,35,3.56
6,2,205,0,88,75,6.14
6,3,213,48,32,19,5.69
10,3,128,39,49,43,5.51
15,2,101,79,40,52,3.97
14,3,175,0,45,36,3.81
4,3,244,70,58,36,5.31
10,3,123,0,20,42,4.97
12,3,150,68,23,45,4.59
16,2,194,55,48,59,6.83
19,2,97,55,71,66,5.16
10,3,174,48,48,38,4.69
11,2,132,46,28,54,5.97
13,2,132,62,48,51,6.92
10,1,89,18,30,47,4.24
5,3,160,82,29,27,4.96
15,4,246,0,73,26,4.1
13,3,220,66,61,35,5.1
13,2,211,0,48,50,3.84
13,3,196,82,53,60,4.34
10,2,210,76,51,33,3.84
16,2,172,95,51,64,5.54
5,2,218,63,53,43,4.89
12,2,168,59,60,42,6.78
14,2,181,59,77,61,5.01
15,3,220,0,50,53,3.28
9,2,185,70,46,30,4.78
11,3,250,83,70,49,4.71
14,3,208,43,79,25,4.4
12,3,145,98,27,58,4.26
10,3,176,68,59,31,3.96
11,3,207,80,56,52,3.31
15,3,225,101,62,52,4.67
8,2,168,63,53,52,4.47
9,2,229,64,80,58,3.01
17,4,214,117,73,46,5.21
12,3,243,67,63,63,3.83
11,3,218,0,57,29,5.82
13,2,153,47,65,62,5.37
9,2,142,51,37,55,4.93
9,2,213,59,57,40,4.36
14,3,230,80,81,51,3.51
14,3,207,0,44,57,2.7
9,3,220,0,52,65,3.34
14,3,168,102,48,37,4.06
7,3,205,68,63,56,5.19
12,3,144,71,74,69,4.98
14,3,206,0,71,83,3.56
10,2,215,0,57,27,4.41
13,3,174,0,55,44,2.92
13,2,247,48,82,46,5.55
11,2,94,0,62,36,5.65
8,3,204,100,30,33,2.93
8,3,195,0,57,46,4.53
14,2,150,53,55,71,5.46
8,4,241,0,73,46,5.06
12,2,125,0,57,61,5.05
12,3,179,0,45,32,6.21
13,3,165,57,61,68,5.09
10,3,259,83,62,17,3.66
8,2,211,53,49,26,5.17
14,3,182,66,50,53,6.99
12,3,197,61,49,16,5.27
5,2,239,72,31,59,3.97
14,2,131,53,45,44,3.75
9,2,184,87,36,67,3.87
5,2,211,71,24,32,5.39
15,3,160,80,59,79,3.4
11,2,177,53,69,59,5.5
1,2,192,0,42,54,4.39
13,2,195,64,78,25,7.56
13,3,241,79,63,25,4.33
16,4,264,96,34,37,3.66
14,2,127,73,50,58,4.21
14,2,217,89,41,67,3.71
12,3,234,0,55,27,4.89
11,3,235,67,55,36,5.21
8,3,203,82,32,40,5.25
12,3,146,80,53,43,6.15
7,2,148,0,60,43,6.29
18,2,156,60,43,38,5.65
11,3,195,110,62,58,3.35
15,3,194,65,55,50,5.39
12,2,187,0,49,61,4.11
7,2,197,48,54,29,5.39
15,2,192,107,46,41,4.91
9,1,104,48,41,31,7.23
8,3,236,86,57,72,5.04
13,3,160,66,39,44,4.26
12,4,147,85,54,40,3.72
12,2,161,35,67,55,5.79
13,2,169,55,78,46,4.57
12,2,163,64,41,63,6.42
11,2,156,0,45,41,5.56
11,2,208,0,42,24,4.28
12,2,215,92,53,71,5.12
8,3,266,0,56,52,4.86
17,2,215,0,33,50,3.51
9,3,202,84,41,14,3.64
13,3,180,78,58,25,3.98
12,2,83,44,36,65,3.9
15,3,141,102,52,54,4.07
9,2,160,60,73,65,6.43
10,3,222,86,42,55,5.75
10,3,236,56,40,47,6.94
6,3,117,58,52,23,6.13
8,3,218,63,46,38,4.01
7,2,154,0,36,39,4.81
12,2,157,65,27,29,5.45
12,3,232,87,78,66,3.06
7,3,175,52,20,22,3.95
13,2,139,79,62,60,5.26
21,2,184,96,67,56,4.89
8,3,227,61,39,46,5.9
6,2,157,0,43,36,5.76
15,2,187,57,57,40,4.04
14,3,161,101,22,34,2.94
11,2,90,43,49,47,4.29
9,2,201,54,46,59,5.68
8,3,196,64,43,34,4.6
8,2,241,0,44,54,5.13
12,4,224,115,60,44,3.83
13,2,193,73,35,36,3.96
15,3,209,70,84,39,4.08
11,1,131,0,59,53,5.72
9,3,246,90,45,37,5.04
8,3,180,62,41,48,4.41
11,2,158,77,40,24,5.58
11,3,147,0,42,50,3.51
9,2,130,72,38,40,5.57
12,3,137,71,44,60,5.26
19,2,169,103,45,60,5.41
14,2,195,0,43,59,5.34
13,2,150,59,58,57,5.64
16,2,117,86,46,61,4.16
11,3,239,64,38,64,4.05
12,3,220,69,62,42,4.81
4,2,202,44,42,22,5.2
10,3,147,81,48,18,5.54
14,3,134,79,58,71,4.26
9,2,163,44,49,56,5.13
11,3,169,65,44,38,5.16
13,3,216,99,40,17,3.79
10,2,176,81,61,67,5.88
9,3,252,83,42,46,4.04
13,2,132,65,33,67,5.68
9,2,169,77,67,53,5.12
12,3,167,63,46,14,3.93
10,3,191,99,65,60,4.1
11,2,179,60,52,54,4.27
8,2,180,52,17,43,6.17
11,3,190,82,54,41,5.5
5,2,147,17,37,43,7.01
10,3,208,0,57,44,3.57
9,2,192,43,63,67,5.21
12,3,220,65,60,37,5.43
11,2,180,74,45,42,4.91
9,2,90,24,41,35,6.83
17,2,83,0,37,49,4.87
12,3,142,67,49,46,4.59
16,3,199,57,57,42,4.26
11,2,216,62,74,53,5.51
13,2,141,65,65,72,4.29
8,2,123,54,49,59,6.1
14,3,194,84,56,49,4.54
12,2,155,0,63,63,4.29
13,2,190,0,67,37,5.98
13,3,187,0,42,40,3.32
13,3,251,98,44,69,3.88
11,3,188,0,50,27,6.23
8,2,236,61,52,52,6.02
16,2,185,72,65,75,4.23
5,3,220,0,54,54,4.51
13,3,248,73,45,26,4.39
8,2,188,55,33,36,5.66
13,3,220,62,45,33,1.72
15,3,188,92,34,39,4.21
9,4,264,84,53,45,4.45
9,2,227,87,59,49,5.9
11,3,207,61,47,42,5.7
13,2,206,0,47,46,2.73
15,1,162,41,55,67,6.19
14,3,232,74,65,31,3.79
9,4,295,133,44,48,3.29
14,2,160,89,55,37,4.5
9,2,110,56,53,53,3.99
10,2,137,0,48,46,5.57
14,3,191,75,37,36,4.57
12,3,180,86,70,48,4.54
16,2,193,108,65,53,4.05
15,3,233,76,61,60,3.92
16,3,152,91,45,45,2.93
9,2,139,33,49,34,6.74
11,2,166,0,41,58,4.88
11,4,242,67,66,50,3.71
11,3,184,0,66,42,3.91
12,3,149,67,43,42,3.66
9,3,225,85,41,21,5.59
13,2,174,67,57,47,5.0
14,2,171,60,50,42,7.74
9,3,215,71,39,25,3.43
9,2,239,60,41,50,4.67
9,3,199,71,62,38,4.43
8,2,262,61,58,18,4.53
8,2,170,45,60,57,7.01
13,3,258,0,75,38,3.03
13,1,177,36,44,44,6.37
11,4,260,0,52,22,5.09
12,2,205,0,46,48,4.05
18,2,129,83,39,53,4.85
12,3,135,42,56,21,5.29
13,3,211,0,54,67,3.46
8,2,139,0,51,46,3.67
17,3,164,89,54,52,4.21
17,3,205,61,73,81,2.38
11,3,173,57,52,32,5.06
4,1,166,0,73,56,5.56
12,2,210,43,28,49,5.56
5,1,173,34,33,26,6.69
12,3,216,88,41,35,2.52
7,3,237,70,44,61,5.81
11,3,188,0,67,67,4.44
6,2,191,87,57,61,4.89
6,2,205,85,69,41,6.85
10,3,196,65,59,21,6.77
16,3,217,61,73,47,5.69
17,3,191,70,71,51,3.87
5,2,215,41,47,50,5.72
6,3,195,0,33,16,3.86
11,3,189,46,51,57,4.63
12,2,95,95,37,45,5.8
15,3,158,63,44,31,4.66
11,2,190,0,45,45,3.9
11,2,146,0,52,56,7.2
9,3,239,70,56,57,3.6
10,3,121,92,39,18,5.46
14,2,167,0,56,50,4.97
12,2,195,118,35,25,5.13
10,2,171,68,45,46,6.06
11,3,183,0,31,53,4.21
9,2,113,61,38,46,4.12
11,2,153,75,49,49,5.02
14,3,222,82,47,47,2.56
13,3,219,65,49,48,3.08
12,2,139,78,66,47,4.27
10,3,112,0,46,38,4.74
8,2,160,38,23,20,6.38
7,3,243,111,45,36,5.9
16,2,150,78,56,57,3.83
17,2,157,0,73,65,5.92
16,3,231,93,81,78,3.06
9,2,97,60,56,61,5.98
11,3,155,52,49,55,4.16
9,3,228,39,59,40,4.77
11,2,160,56,33,71,6.13
13,3,264,58,71,28,3.6
8,2,176,69,39,28,4.41
9,3,186,55,51,49,4.9
13,2,203,0,84,56,4.65
14,3,204,68,66,56,4.68
13,3,193,64,53,50,3.42
2,2,104,99,35,31,6.05
14,3,218,101,38,54,5.05
4,2,186,59,23,33,6.05
11,3,159,70,33,25,5.3
11,4,196,91,51,29,2.77
8,3,217,57,61,23,5.6
10,2,152,64,56,46,5.72
9,2,227,71,47,40,4.09
8,2,186,0,35,25,5.0
14,3,156,0,51,52,4.86
7,1,142,0,27,40,6.24
10,3,211,74,40,53,5.24
11,2,210,0,55,22,5.68
13,3,184,54,45,46,5.3
8,2,194,0,33,33,6.67
9,3,154,75,45,56,4.09
14,3,178,69,64,40,2.94
7,2,186,61,31,37,5.9
11,2,136,0,51,28,4.63
23,3,224,106,44,33,2.57
12,3,198,0,52,31,5.62
17,2,117,0,36,65,4.92
12,3,188,62,63,34,4.83
12,3,165,67,44,53,5.63
11,2,204,67,48,35,5.41
15,2,168,0,76,61,5.01
15,3,229,88,50,35,3.44
9,3,266,0,67,43,5.09
11,3,245,87,62,38,3.19
9,2,160,77,48,37,6.21
12,3,291,102,51,40,6.37
11,2,146,61,35,45,5.01
13,3,252,75,68,71,3.94
12,2,181,55,52,67,6.51
11,3,268,93,44,53,4.97
14,2,115,0,65,43,4.62
13,2,230,0,38,56,4.58
10,3,195,91,36,48,2.89
11,3,225,0,52,27,4.81
14,3,249,0,66,64,2.69
9,2,172,56,67,73,4.48
13,3,203,0,66,37,2.87
7,3,203,44,49,31,5.63
13,2,147,82,64,50,3.79
7,2,176,0,45,36,4.18
9,3,200,59,47,72,4.36
13,3,227,76,66,31,5.65
9,2,162,51,51,57,5.16
9,2,166,51,40,34,4.04
7,3,210,27,45,34,5.95
10,3,215,0,53,37,6.29
13,2,178,88,44,43,4.68
12,3,134,0,63,58,4.05
11,3,250,87,69,36,4.71
13,3,176,90,33,33,3.77
11,2,202,72,25,18,5.72
10,3,187,77,27,37,3.86
17,3,197,73,56,50,3.17
13,2,221,31,54,45,6.85
12,2,219,0,41,40,3.51
11,2,178,99,40,55,4.79
7,3,272,94,54,25,3.59
10,3,181,71,49,47,6.7
11,3,264,96,37,69,3.9
15,2,131,71,59,57,4.71
14,2,156,56,83,69,5.59
13,3,166,74,53,55,5.35
7,3,277,85,54,34,4.91
10,3,256,0,42,57,4.47
17,2,190,78,67,60,4.93
10,3,213,74,52,49,2.93
14,2,96,43,60,66,4.04
8,2,195,31,23,46,7.03
11,2,169,80,51,46,5.08
8,3,248,62,54,58,5.39
10,3,209,83,46,29,4.54
13,3,214,69,62,42,4.81
19,3,147,45,80,61,5.07
14,2,187,40,87,45,5.51
9,2,179,60,44,56,5.34
12,3,213,81,64,49,3.27
11,2,242,62,69,34,5.01
11,3,213,101,56,28,3.99
9,3,133,94,25,37,5.92
11,1,176,38,36,57,5.75
10,2,93,59,50,50,6.1
8,2,196,63,62,64,5.3
12,3,259,0,60,54,4.22
9,2,154,64,52,48,5.14
13,3,247,83,53,68,3.57
11,3,235,72,69,87,2.35
11,2,250,61,71,59,6.33
11,3,214,0,51,45,4.94
10,3,254,89,65,49,4.54
11,3,157,54,59,30,6.53
15,2,181,61,60,48,3.4
13,2,178,66,43,42,6.68
12,2,220,63,67,65,4.45
9,3,268,91,47,20,3.08
10,3,185,0,51,30,4.2
14,3,239,0,57,36,3.08
12,1,106,12,39,25,6.49
12,3,177,117,68,49,3.98
12,2,212,125,63,32,4.93
13,2,166,78,59,52,4.28
16,4,213,0,65,56,1.92
12,3,280,66,45,63,3.85
12,1,145,0,56,75,5.94
14,3,213,0,52,33,3.26
9,2,122,56,46,63,4.24
12,2,184,60,55,52,4.53
14,3,220,0,45,78,4.75
12,3,201,76,54,39,3.44
15,2,167,0,41,49,3.87
10,3,178,76,29,30,3.24
12,2,189,0,85,47,3.19
14,3,169,87,39,38,2.53
7,1,116,71,31,52,7.19
13,2,171,0,46,42,5.93
15,3,169,112,45,21,4.09
10,3,178,0,35,24,4.72
11,2,190,61,31,24,4.81
12,2,215,0,39,33,2.13
9,3,229,83,52,49,2.14
10,2,157,60,29,65,4.9
11,2,159,70,57,36,3.27
11,2,269,116,53,56,2.98
11,2,103,99,50,45,5.8
16,3,140,105,49,57,3.63
13,2,213,74,78,52,4.77
11,2,116,76,59,33,6.02
14,2,205,58,68,56,4.91
11,4,243,87,48,46,4.27
7,1,231,99,35,34,4.38
11,3,207,0,68,66,2.69
13,2,204,67,51,50,4.35
10,2,151,71,37,64,5.53
10,2,185,87,53,46,5.84
12,2,197,86,62,32,7.06
8,3,237,73,56,7,3.64
9,3,157,58,57,36,5.37
15,2,144,51,55,33,5.33
11,2,133,34,42,55,5.82
17,3,167,103,65,48,3.65
7,2,95,25,51,43,5.0
11,3,187,75,64,30,3.59
13,2,168,84,62,65,4.87
16,3,150,77,62,57,4.93
10,4,230,79,59,38,4.3
13,3,202,84,65,48,4.5
14,3,282,0,70,49,4.07
10,3,173,72,45,34,4.66
12,3,218,97,41,41,5.3
15,2,147,68,73,59,3.03
14,3,221,85,49,34,5.7
15,3,155,0,65,47,4.54
7,2,123,0,61,34,3.68
7,2,136,0,58,55,6.4
6,3,278,71,62,54,2.67
16,3,230,60,57,52,3.93
14,2,222,0,40,65,6.0
11,2,163,61,38,53,5.16
15,2,133,69,41,51,6.35
9,2,267,105,28,44,3.82
11,2,175,52,47,50,6.41
7,3,240,106,54,30,4.29
9,3,241,86,31,26,4.49
17,2,139,58,62,47,6.29
10,3,174,50,51,47,4.24
10,3,202,0,56,60,4.81
8,2,188,0,49,37,3.59
13,3,269,90,65,58,3.49
11,3,159,56,62,22,5.93
11,2,150,0,53,57,4.12
8,3,219,56,47,19,4.84
13,3,236,50,49,35,4.66
9,2,191,0,42,76,5.81
10,2,160,102,60,58,3.34
4,2,233,83,26,39,5.25
16,2,150,81,65,55,4.79
6,2,165,0,41,60,7.57
15,2,130,0,59,34,4.59
9,1,153,39,36,35,5.62
12,4,235,88,68,80,4.07
12,2,158,34,45,71,4.61
14,3,172,0,62,32,2.92
12,2,133,0,47,50,4.42
10,3,227,102,59,54,3.48
9,2,183,68,47,49,5.13
13,3,159,85,42,51,3.9
12,2,161,0,54,69,4.11
11,3,188,56,59,15,6.22
14,3,197,58,60,53,5.46
14,2,173,0,66,64,2.36
9,2,134,49,59,61,5.44
13,3,162,67,59,41,5.57
11,3,220,89,43,56,2.88
13,4,226,0,54,70,3.61
8,2,171,59,28,42,6.0
9,2,180,0,43,37,5.14
14,3,198,69,60,43,3.51
10,3,207,94,54,41,4.58
16,4,187,64,69,24,5.02
12,3,213,81,39,37,3.05
11,2,209,80,58,58,4.62
13,2,212,88,53,64,4.92
14,3,181,50,59,65,4.3
10,1,121,54,50,54,5.84
6,2,155,65,43,48,5.37
9,3,172,0,58,60,5.27
10,2,224,55,49,48,5.42
12,3,217,66,48,24,3.16
12,3,196,43,62,58,4.79
14,3,205,79,78,67,5.39
7,3,207,64,43,37,7.35
11,3,226,63,46,64,3.52
14,3,244,104,61,44,2.91
14,3,199,0,65,76,5.17
10,3,240,94,49,50,3.53
14,3,231,94,47,34,4.56
11,3,211,0,31,35,4.17
11,3,196,75,52,56,4.05
15,3,210,75,80,52,3.04
13,3,158,63,69,59,4.47
11,3,218,0,51,46,4.17
14,3,209,0,67,39,2.7
11,3,275,86,83,53,4.91
12,3,252,74,59,31,5.28
8,3,172,0,43,47,4.73
3,2,210,56,45,66,4.2
10,2,186,44,77,54,5.36
16,4,218,66,63,43,4.56
11,3,199,78,50,39,4.69
10,3,185,82,14,36,4.14
6,3,212,66,33,24,5.57
13,3,215,80,47,35,3.44
10,3,169,69,47,39,4.29
8,2,200,48,53,33,4.82
7,3,214,62,41,41,3.25
11,3,205,69,73,42,4.32
10,2,146,38,81,83,5.03
11,1,103,73,39,19,6.77
10,3,203,64,61,45,2.76
12,4,180,118,29,53,4.76
13,3,188,45,59,63,3.09
11,2,118,49,43,60,5.19
13,3,181,89,56,40,3.14
16,3,183,104,63,85,3.06
9,2,208,80,55,54,5.89
11,3,159,61,49,38,5.81
13,3,156,90,32,33,4.86
13,4,237,98,63,66,2.2
19,3,144,70,53,28,3.21
12,2,170,0,51,32,4.77
8,2,227,52,53,32,5.97
9,2,202,0,37,47,4.15
7,2,148,57,30,50,6.34
13,3,175,0,55,36,3.73
19,2,153,90,38,75,5.93
11,3,173,0,38,41,4.82
10,3,168,46,69,53,4.02
14,3,155,70,65,43,6.51
14,3,211,79,77,61,3.05
12,2,186,74,30,60,5.49
10,3,177,71,20,50,3.46
18,3,207,84,69,57,2.21
12,3,136,83,43,41,5.32
13,1,165,70,54,73,5.05
16,3,181,0,55,63,5.05
7,2,148,72,53,48,6.96
10,3,129,46,36,31,3.97
11,2,158,28,50,54,4.83
16,2,161,0,50,61,6.53
11,3,260,76,44,39,5.37
14,2,240,69,50,40,6.87
12,3,241,0,44,48,3.42
8,2,197,53,67,51,4.86
15,3,203,73,60,34,3.23
11,2,175,19,60,46,5.89
15,2,116,86,47,46,4.69
10,2,145,71,45,61,4.08
15,3,164,95,38,66,2.87
13,3,157,93,45,33,6.1
9,1,121,0,15,47,5.74
15,2,150,91,37,78,3.52
7,2,238,0,49,41,6.11
6,3,183,40,63,24,5.33
11,3,207,60,43,52,4.22
11,2,191,98,58,44,4.04
10,2,187,0,50,29,5.51
8,3,136,74,44,48,3.36
14,3,150,94,69,67,3.85
19,2,139,0,53,75,3.67
8,2,134,79,44,50,5.24
14,4,196,0,69,52,4.26
6,3,135,57,21,40,5.63
8,3,237,68,76,43,4.87
10,2,165,52,40,33,6.11
14,3,185,83,47,51,4.53
15,3,176,82,34,32,4.58
9,2,205,50,42,17,5.61
17,2,170,54,58,59,3.22
7,3,262,0,63,41,2.95
14,3,233,91,49,51,3.48
10,3,200,34,54,46,4.24
11,2,166,63,10,33,5.57
13,3,220,123,35,24,4.05
15,2,132,69,54,62,4.27
15,2,198,95,35,23,3.58
11,3,200,76,59,40,4.75
11,4,268,73,69,34,3.8
10,3,208,0,40,46,4.21
11,4,290,0,84,52,2.64
13,3,237,0,62,34,1.8
6,2,119,0,31,39,5.93
16,3,170,0,80,41,5.61
10,3,241,69,41,40,4.57
9,2,220,0,39,45,6.03
6,2,132,0,54,45,5.65
11,2,180,61,32,51,3.05
8,3,193,70,57,45,4.2
15,3,116,69,60,55,3.69
10,2,148,0,45,67,4.95
10,2,189,94,56,55,6.74
15,3,188,0,60,52,3.08
10,2,177,94,29,53,5.9
17,2,154,98,49,42,6.16
14,2,147,81,43,44,5.55
12,3,232,0,61,43,2.71
9,2,158,75,39,56,4.46
12,2,223,73,42,56,5.36
10,3,166,74,63,57,4.82
12,3,216,57,31,47,5.89
13,3,165,88,59,51,3.96
9,2,178,43,70,43,5.83
8,3,220,49,61,41,5.14
11,2,169,55,63,57,7.47
9,3,198,57,63,41,4.45
17,2,176,81,58,34,5.21
11,2,168,81,48,18,5.86
15,2,227,80,65,75,3.37
11,2,146,72,34,49,5.51
14,3,207,0,58,35,3.11
17,3,215,82,67,54,5.0
9,3,198,87,42,55,6.35
12,3,169,56,52,43,3.73
9,2,161,56,54,49,4.21
11,2,178,0,58,70,4.5
9,2,139,44,77,49,4.64
7,2,163,27,44,49,8.04
12,2,214,86,45,59,4.66
7,3,182,70,34,25,5.89
11,2,188,71,66,66,3.77
11,2,140,0,51,40,6.3
13,3,242,70,71,33,4.71
11,2,134,52,48,49,3.84
14,3,176,81,36,35,4.46
13,2,99,100,48,53,7.14
12,2,166,73,68,56,5.57
12,3,162,82,70,31,4.48
8,2,130,54,52,23,5.41
12,3,195,0,37,47,3.48
11,3,188,0,47,30,4.58
14,3,228,91,63,49,5.07
10,3,214,60,62,54,3.49
8,2,207,81,41,32,4.1
7,2,111,71,28,46,6.63
8,2,141,49,52,30,6.11
6,2,206,70,35,57,3.51
17,2,162,0,62,59,3.78
12,3,214,0,63,52,3.77
11,3,209,37,52,42,4.32
15,3,200,98,66,42,3.53
16,2,181,47,38,41,5.86
12,3,203,0,76,37,4.46
14,3,210,0,60,32,2.61
16,3,209,112,54,51,4.36
8,3,222,0,54,33,5.99
15,3,208,104,53,30,5.47
10,2,133,94,68,68,3.89
12,2,180,36,67,66,5.16
7,3,269,0,61,48,3.01
14,3,163,0,55,51,5.88
13,3,169,0,54,50,3.24
7,4,227,104,48,19,4.16
8,3,175,0,57,53,4.99
9,3,197,72,55,66,4.3
9,3,197,51,42,51,4.8
7,2,161,86,41,52,4.25
15,3,221,0,51,39,4.42
13,2,168,53,66,63,2.89
6,2,200,0,44,42,3.94
6,3,176,81,62,51,3.57
9,3,219,64,41,36,4.73
16,2,150,120,66,62,2.53
14,2,227,58,29,39,2.99
10,3,101,81,34,38,5.78
8,3,216,78,47,52,3.27
13,3,258,118,52,45,3.29
11,3,216,39,62,45,6.11
6,3,192,49,42,37,6.38
12,2,170,51,56,23,5.18
11,2,221,84,40,28,4.66
5,2,157,79,52,48,6.26
9,2,176,66,53,51,5.03
15,3,247,0,67,57,3.29
7,2,118,41,54,62,4.22
12,2,177,71,37,19,5.73
14,3,166,68,79,53,4.86
16,2,87,72,50,64,5.03
9,2,157,53,60,53,7.24
15,3,260,70,49,45,4.39
11,3,181,0,40,41,5.86
8,2,142,40,49,44,5.22
7,3,227,95,49,42,3.13
10,3,212,0,59,65,4.53
12,2,192,100,21,24,5.01
16,3,198,0,66,44,2.36
8,2,175,67,36,47,5.05
10,3,292,99,42,55,4.26
13,3,235,86,50,36,5.14
11,2,147,90,36,34,6.27
15,4,180,0,49,55,1.93
13,2,220,54,69,53,4.34
13,2,149,68,59,45,5.73
10,3,265,83,60,31,3.62
12,3,190,60,39,47,3.48
9,3,214,0,66,52,4.84
14,2,171,65,45,46,4.92
11,2,191,80,53,53,5.01
17,2,193,34,66,76,4.76
14,2,126,64,52,49,3.73
8,2,182,61,45,3,6.72
13,3,265,105,52,50,3.66
13,2,174,0,41,66,3.76
8,2,104,51,39,63,5.59
11,2,191,81,77,53,4.91
13,2,224,90,53,47,3.27
3,2,268,0,57,56,3.78
12,3,217,95,66,50,4.54
12,2,177,95,48,49,5.25
7,3,245,80,51,55,3.85
12,3,203,82,51,54,3.91
13,2,129,0,55,48,4.11
4,2,189,0,45,27,6.46
6,1,170,58,36,33,5.82
8,2,96,55,47,41,5.42
12,3,284,0,65,42,4.22
11,3,179,64,51,43,4.3
12,2,90,41,56,60,6.98
18,3,178,0,41,37,4.65
4,2,195,71,26,33,5.41
9,3,156,0,91,45,4.92
13,3,210,0,47,36,3.99
11,3,237,86,50,58,5.49
13,3,182,100,40,31,2.87
16,2,232,0,41,42,4.07
9,3,168,0,40,39,6.41
10,2,131,0,43,70,6.21
8,2,175,48,38,58,5.25
11,2,196,54,63,66,5.37
9,1,192,45,47,47,6.41
9,2,225,73,54,60,5.11
13,2,177,56,58,56,5.71
13,3,311,0,52,53,4.47
15,3,151,0,44,51,5.56
11,2,159,67,40,31,5.2
11,3,183,0,49,68,4.11
18,3,147,87,58,65,3.31
15,4,165,52,61,38,3.21
8,3,210,65,65,55,5.3
14,3,224,0,68,58,3.03
11,3,264,84,50,35,1.64
7,3,168,93,48,19,3.99
14,2,162,48,62,35,3.69
14,3,103,0,48,48,5.99
14,2,184,74,41,28,6.3
12,2,182,76,55,52,3.33
10,3,233,0,54,51,3.85
15,4,247,107,50,33,1.46
11,3,220,92,60,56,2.68
11,3,186,65,15,23,7.06
14,3,169,74,39,29,6.61
8,2,203,0,46,54,3.71
12,3,177,0,58,80,6.47
10,3,235,89,57,57,3.88
12,2,150,32,43,50,5.36
9,4,226,0,73,33,4.7
14,2,207,44,61,79,5.83
11,2,200,0,45,54,4.67
10,3,203,0,61,50,8.0
10,4,274,133,66,34,3.47
2,2,152,65,11,18,6.08
11,3,184,102,27,39,5.13
13,1,149,29,31,51,5.32
16,2,139,58,60,67,6.92
12,3,154,84,20,52,2.97
8,3,170,75,36,17,5.8
16,3,271,96,64,51,4.66
4,3,290,76,60,31,2.9
14,1,105,70,53,56,5.52
12,2,180,0,57,45,3.75
12,3,113,81,39,43,4.32
12,3,250,100,65,85,1.8
9,2,142,0,53,40,6.2
11,3,172,58,67,47,5.74
11,2,126,0,45,36,4.85
11,3,216,93,34,38,4.6
12,3,170,66,56,61,5.06
8,2,163,0,49,42,5.64
13,3,237,64,53,48,4.6
13,3,156,0,43,45,5.95
11,3,178,0,47,29,4.57
8,3,209,60,76,27,5.74
10,3,187,62,45,48,4.61
14,1,120,51,39,63,5.8
9,3,231,83,68,44,4.04
7,2,94,66,44,58,5.12
11,1,105,54,40,48,4.73
15,3,218,92,60,68,3.82
11,2,222,0,38,26,5.16
15,3,165,0,41,43,3.62
9,3,254,0,58,28,4.13
10,3,158,46,48,31,6.59
14,3,183,70,43,70,3.96
8,3,213,66,65,46,6.35
11,2,196,53,40,65,4.51
15,3,169,74,44,51,5.35
9,2,203,42,57,45,4.97
9,3,194,54,46,45,5.7
13,3,217,0,43,43,3.63
14,3,210,67,58,37,4.05
13,2,184,58,66,41,5.92
17,2,179,0,74,67,3.92
11,3,238,0,51,55,3.26
13,3,169,63,67,55,6.24
15,2,128,56,43,54,6.07
9,3,178,69,60,61,3.55
8,3,133,57,57,29,6.46
10,3,207,0,36,32,4.93
18,2,185,56,63,43,5.63
9,2,186,27,52,32,3.19
16,2,169,0,31,31,6.04
16,3,222,92,45,27,4.93
7,2,233,76,45,38,5.4
15,2,195,98,44,50,5.53
16,2,145,23,69,72,6.19
11,3,178,0,41,32,3.03
6,1,193,49,64,40,6.16
15,3,188,78,39,63,3.47
12,3,227,54,56,28,5.19
11,2,183,0,52,64,4.7
12,3,205,78,54,56,3.94
14,3,261,109,63,69,1.51
12,1,116,57,28,40,7.24
9,2,186,0,66,43,4.89
11,3,272,74,41,31,4.88
9,3,176,87,29,37,4.4
9,2,208,69,31,20,6.13
17,2,106,54,50,62,4.69
13,3,238,105,51,45,3.41
9,3,201,58,42,26,4.81
12,2,232,55,46,64,4.68
14,2,157,79,63,57,3.17
9,2,209,104,62,62,3.48
12,2,155,56,34,61,5.37
11,2,175,54,58,61,4.63
9,2,242,67,30,37,4.77
11,3,234,0,59,35,5.17
7,3,199,63,51,54,6.16
10,3,183,0,24,41,3.62
14,2,167,59,59,40,5.32
16,2,171,93,45,53,5.1
17,3,236,53,55,29,3.58
14,3,208,50,66,54,5.15
12,2,205,0,60,44,5.04
13,2,56,52,40,40,6.44
17,2,126,85,71,54,4.43
12,2,167,51,56,55,5.55
12,2,176,56,45,34,4.46
12,2,75,51,51,31,6.26
15,3,165,75,53,52,4.59
13,3,211,101,41,35,5.58
16,2,184,85,56,43,3.88
14,3,199,98,57,46,3.07
12,2,180,80,41,69,4.98
13,3,159,128,41,37,4.29
11,3,166,46,64,46,5.64
12,2,137,49,39,45,3.92
10,3,159,75,30,53,4.47
9,3,219,91,48,48,3.96
11,2,270,95,58,52,3.63
